GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
 "06085","Santa Clara, CA",8,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",4886,5094,5337,5723,6248,7004,7595,8378,9189,10312,11836,13339,14875,16052,17349,19057,19917,20522,21462,23165,24429,25638,26459,28077,28273,29199,31782,33950,36519,38995,43556,53991,51332,48570,49057,50509,52884,57611,61760,60928,56816,60861,65675,71676,71578,77043,83758,90091,97638,106551,112573,122266,145029,141894,149429,157620
 "06087","Santa Cruz, CA",8,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",508952,558375,623329,707795,820147,937464,1063053,1217157,1397624,1611473,1837539,2137179,2423733,2593549,2919166,3234512,3432447,3682206,3934416,4322252,4586161,4982088,5185505,5534753,5747171,5970796,6372002,6858932,7273999,7869531,8683079,10053726,10142071,9924226,10014837,10365570,10411179,10987816,11564815,11970815,11780483,12854613,13060271,13782878,14052964,14653925,15572810,16070715,17075441,17767743,18960307,20914739,23107862,22022517,23102260,24556016
 "06087","Santa Cruz, CA",8,CAINC1,2,"...","Population (persons) 1/","Number of persons",122243,124788,129886,141878,145347,149828,158622,168026,175132,174865,184041,189305,193590,197353,201921,205964,212143,216661,221202,225700,231463,229616,229935,232912,235386,237714,239324,241168,245344,250889,253667,255835,256045,254531,253021,252356,251377,251616,253304,256520,260009,263175,264932,266401,268851,270882,273518,274504,274897,273749,272910,271768,260904,265851,263699,262406
 "06087","Santa Cruz, CA",8,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",4163,4475,4799,4989,5643,6257,6702,7244,7980,9216,9984,11290,12520,13142,14457,15704,16180,16995,17787,19150,19814,21697,22552,23763,24416,25118,26625,28440,29648,31367,34230,39298,39611,38990,39581,41075,41417,43669,45656,46666,45308,48844,49297,51737,52270,54097,56935,58545,62116,64905,69475,76958,88568,82838,87608,93580
 "06089","Shasta, CA",8,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",289574,315205,348129,382075,434362,497975,562845,646233,728667,851500,974387,1083823,1179071,1260809,1371784,1512774,1615584,1743758,1891321,2091468,2320681,2541316,2715625,2894627,3007500,3131922,3245271,3372914,3545918,3750072,3933273,4178405,4570506,4747237,4904820,5049240,5154715,5514294,5752222,5790524,5867230,6117096,6225086,6339555,6419867,6826076,7237895,7447216,7748179,7976743,8321824,9329532,9918584,9872161,10326269,11187620
 "06089","Shasta, CA",8,CAINC1,2,"...","Population (persons) 1/","Number of persons",76290,77980,79434,80656,84249,86651,92082,94909,100157,103572,112199,116590,120270,121513,122807,125322,128461,130119,132958,136627,140997,148606,153746,156800,157735,158621,159198,159737,160761,162034,161987,163615,166408,170198,173202,174867,175615,176166,176548,177247,177279,177349,177972,178556,179383,180128,179896,180391,181490,182041,182308,182190,182243,180972,180656,181121
 "06089","Shasta, CA",8,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3796,4042,4383,4737,5156,5747,6112,6809,7275,8221,8684,9296,9804,10376,11170,12071,12576,13401,14225,15308,16459,17101,17663,18461,19067,19745,20385,21115,22057,23144,24281,25538,27466,27892,28318,28875,29352,31302,32582,32669,33096,34492,34978,35505,35789,37896,40234,41284,42692,43818,45647,51208,54425,54551,57160,61769
 "06091","Sierra, CA",8,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",9138,9670,12820,12259,14952,15508,16473,20212,21277,23052,26341,29406,30393,33134,36259,39408,43894,46665,48506,51033,54250,51147,53089,57054,61188,61838,64420,69370,73341,76177,80283,83708,89919,85437,87516,88028,88629,90254,93449,93532,97145,103119,105608,109907,110659,115118,114905,118828,124641,127577,135185,146501,156405,164011,168028,176519
 "06091","Sierra, CA",8,CAINC1,2,"...","Population (persons) 1/","Number of persons",2387,2391,2444,2381,2469,2470,2699,2862,2898,2887,3037,3076,3083,3276,3292,3273,3270,3237,3251,3328,3310,3323,3336,3322,3395,3396,3466,3498,3488,3515,3480,3574,3518,3482,3511,3430,3378,3424,3373,3320,3248,3228,3138,3136,3128,3104,3148,3144,3227,3209,3237,3229,3298,3215,3180,3113
 "06091","Sierra, CA",8,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3828,4044,5245,5149,6056,6279,6103,7062,7342,7985,8673,9560,9858,10114,11014,12040,13423,14416,14920,15334,16390,15392,15914,17175,18023,18209,18586,19831,21027,21672,23070,23421,25560,24537,24926,25664,26237,26359,27705,28172,29909,31945,33655,35047,35377,37087,36501,37795,38624,39756,41762,45370,47424,51014,52839,56704
 "06093","Siskiyou, CA",8,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",130861,137628,149097,161325,191902,205815,225824,254946,267553,308623,344571,400191,414554,431425,454697,487230,504261,531655,559072,599524,650333,684712,721031,742962,770176,798843,822133,864165,887198,936244,964962,1017902,1071970,1109408,1138420,1208630,1203006,1284848,1343700,1417862,1374771,1429911,1486467,1485396,1501555,1595843,1727276,1780504,1828306,1868074,1921753,2182398,2333395,2291157,2365641,2599367
 "06093","Siskiyou, CA",8,CAINC1,2,"...","Population (persons) 1/","Number of persons",33022,33258,33382,33514,34318,34568,34947,35639,36581,37647,38781,39952,40757,41279,41212,41267,41586,41178,41403,42026,42851,43743,44035,44298,44150,44405,44760,44707,45030,44848,44424,44218,43908,43965,44287,44394,44641,44487,44465,44780,44788,44958,44709,44248,43776,43652,43640,43837,44152,44198,44307,43999,44144,43746,42941,42498
 "06093","Siskiyou, CA",8,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3963,4138,4466,4814,5592,5954,6462,7154,7314,8198,8885,10017,10171,10451,11033,11807,12126,12911,13503,14266,15177,15653,16374,16772,17445,17990,18368,19330,19702,20876,21722,23020,24414,25234,25706,27225,26948,28881,30219,31663,30695,31805,33248,33570,34301,36558,39580,40616,41409,42266,43374,49601,52859,52374,55090,61164
 "06095","Solano, CA",8,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",706139,786126,873836,959760,1061626,1215018,1381732,1522717,1709435,1964146,2210116,2529847,2844465,3126205,3451862,3830380,4257242,4652920,5028100,5503387,6100945,6822823,7098642,7488055,7763300,7791836,8000336,8322521,8825097,9434128,10120204,11212226,12201783,12626862,13109172,13492729,13872723,14607783,15280148,15542686,15393099,15593551,16111580,16405087,17030120,17772699,19027697,20112104,20892491,21899263,23381119,26552853,26959778,27390102,28512267,30830297
 "06095","Solano, CA",8,CAINC1,2,"...","Population (persons) 1/","Number of persons",168394,173238,178481,181259,183223,187439,191535,197971,204713,213619,224455,237456,246003,254348,260386,264416,271634,283617,296835,310048,326074,343463,354104,359919,364251,366072,365395,367608,371881,378657,387657,396974,404209,408226,408409,409301,408181,408402,408243,408972,410290,414115,417085,421014,425611,431556,436571,442637,447964,450949,453060,452887,450819,449724,451060,455101
 "06095","Solano, CA",8,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",4193,4538,4896,5295,5794,6482,7214,7692,8350,9195,9847,10654,11563,12291,13257,14486,15673,16406,16939,17750,18710,19865,20047,20805,21313,21285,21895,22640,23731,24915,26106,28244,30187,30931,32098,32965,33987,35768,37429,38004,37518,37655,38629,38966,40013,41183,43584,45437,46639,48563,51607,58630,59802,60904,63212,67744
 "06097","Sonoma, CA",8,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",863519,957026,1063234,1205719,1370646,1552265,1773564,2023175,2289555,2664526,3043284,3478953,3963032,4234235,4652064,5212957,5665220,6125807,6543821,7203747,8048187,8676716,9077887,9580028,10049111,10537214,11002739,11851662,12790613,13855106,14718093,16754368,17723548,17729515,17971179,18142667,18648121,19893406,20589228,20444281,19922331,20748776,21654619,22636604,23447713,24800332,26783825,27836308,28988972,30283557,32341692,35466237,38011659,38026852,40300655,43116855
 "06097","Sonoma, CA",8,CAINC1,2,"...","Population (persons) 1/","Number of persons",200920,206003,212402,224091,237957,243028,253255,262654,273175,281442,291859,301586,308609,314636,321580,326863,335355,345270,356111,367893,380633,390495,397937,405151,410687,416152,422286,428399,437141,445901,453421,460421,465293,465298,466489,466809,465938,465188,467356,473091,479479,484628,486997,489361,493259,497518,499611,501269,500840,495669,490579,488501,484561,483398,483366,485375
 "06097","Sonoma, CA",8,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",4298,4646,5006,5380,5760,6387,7003,7703,8381,9467,10427,11536,12842,13458,14466,15948,16893,17742,18376,19581,21144,22220,22812,23646,24469,25321,26055,27665,29260,31072,32460,36389,38091,38104,38524,38865,40023,42764,44055,43214,41550,42814,44466,46257,47536,49848,53609,55532,57881,61096,65926,72602,78446,78666,83375,88832
 "06099","Stanislaus, CA",8,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",716148,790180,854198,963489,1102270,1255143,1389427,1557694,1806559,2021879,2301180,2595449,2875244,3100058,3294041,3672533,4023459,4344097,4760137,5204216,5745288,6278185,6626703,6981760,7272225,7454708,7680906,8208391,8749461,9493394,9988190,10885523,11518272,12123574,12751049,13661815,14186303,14816291,15640729,15818549,15644187,16439145,17014910,17601548,18017956,19434810,20836373,21499589,22172349,22792301,23976063,26953234,28983618,28489025,29276612,31603234
 "06099","Stanislaus, CA",8,CAINC1,2,"...","Population (persons) 1/","Number of persons",191271,195578,199698,201644,215178,222484,229518,236293,246995,247280,260933,267852,275137,280737,288504,293879,301285,311154,323380,336063,353017,375312,386163,394725,401805,406274,410337,415159,421264,428754,438609,449471,463761,477469,487357,492613,500020,504651,507834,509032,511536,515199,517825,520895,524121,528870,534258,540539,546295,549905,552059,553710,552939,552410,553921,556972
 "06099","Stanislaus, CA",8,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3744,4040,4277,4778,5123,5641,6054,6592,7314,8176,8819,9690,10450,11043,11418,12497,13354,13961,14720,15486,16275,16728,17160,17688,18099,18349,18719,19772,20770,22142,22772,24219,24837,25391,26164,27733,28371,29359,30799,31076,30583,31908,32858,33791,34377,36748,39001,39774,40587,41448,43430,48678,52417,51572,52853,56741
 "06101","Sutter, CA",8,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",192421,204339,224528,250572,291808,342946,372788,372426,417274,454381,502094,584467,638119,637072,654735,755317,821931,851247,913170,975641,1073635,1126133,1248522,1347650,1411134,1505714,1575368,1636212,1701116,1817187,1976329,2054222,2044210,2129671,2284985,2461353,2570938,2812606,3046459,3198178,3243266,3264715,3347810,3316694,3479029,3520557,3786330,3902972,3966809,4168235,4374413,4917284,5314843,5167456,5322023,5700248
 "06101","Sutter, CA",8,CAINC1,2,"...","Population (persons) 1/","Number of persons",41775,42140,43040,43177,45051,46202,47419,48687,49473,50050,51681,52580,53818,55230,56762,56648,57599,58478,59780,61075,62704,64854,67153,69118,70675,72641,74253,75255,76314,76923,78216,79192,80138,82162,84671,86484,88764,91112,92959,93855,94366,94818,94845,94835,95443,96010,96815,97664,98360,98849,99714,99479,99121,98682,98457,98545
 "06101","Sutter, CA",8,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",4606,4849,5217,5803,6477,7423,7862,7649,8434,9079,9715,11116,11857,11535,11535,13334,14270,14557,15276,15974,17122,17364,18592,19498,19967,20728,21216,21742,22291,23623,25268,25940,25509,25920,26987,28460,28964,30870,32772,34076,34369,34431,35298,34973,36451,36669,39109,39963,40329,42168,43870,49430,53620,52365,54054,57844
 "06103","Tehama, CA",8,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",107513,114847,120165,131773,153083,161279,172576,196016,226656,264955,297948,337510,366341,399859,423960,457733,488130,518866,544471,588298,636116,668462,702903,758642,778455,810219,852417,907455,943242,969724,1022492,1091945,1172590,1237780,1301277,1392803,1492005,1562884,1686786,1688580,1743262,1826560,1901761,1985538,1997274,2144884,2261405,2309054,2454516,2512451,2648591,2922467,3148627,3063422,3234326,3441782
 "06103","Tehama, CA",8,CAINC1,2,"...","Population (persons) 1/","Number of persons",29044,29614,30115,29971,30922,31880,32307,33357,34500,35936,37321,39165,40196,41329,42260,43203,44325,44845,45982,47173,48558,49913,51205,52189,52690,53670,54689,54943,55049,55394,55517,56170,56685,57380,58528,59571,60602,61587,62147,62648,62891,63590,63478,63467,63244,63276,63742,64173,64645,64835,66230,65690,65467,65269,64959,64451
 "06103","Tehama, CA",8,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3702,3878,3990,4397,4951,5059,5342,5876,6570,7373,7983,8618,9114,9675,10032,10595,11013,11570,11841,12471,13100,13393,13727,14536,14774,15096,15587,16516,17135,17506,18418,19440,20686,21572,22233,23381,24620,25377,27142,26953,27719,28724,29959,31285,31580,33897,35477,35982,37969,38751,39991,44489,48095,46935,49790,53402
 "06105","Trinity, CA",8,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",24847,26082,31386,35153,42406,48621,55034,62394,69833,79503,88605,99926,109660,112640,124263,133523,142171,151665,157085,170880,182539,188443,195780,208495,214188,219528,227042,236987,239866,245522,257738,265995,284816,295025,305423,315233,308536,317452,343020,357374,366819,385240,386509,384966,391001,418089,445463,450849,459881,482368,500010,535927,577947,572658,603562,659948
 "06105","Trinity, CA",8,CAINC1,2,"...","Population (persons) 1/","Number of persons",7261,7687,7939,8273,8763,9096,9594,9855,10511,11178,11600,11955,12323,12316,12467,12750,12881,12811,12715,13051,13145,13052,13097,13216,13268,13552,13525,13485,13278,13171,13050,12980,12859,13064,13210,13159,13440,13634,13648,13656,13762,13851,14167,14363,14681,14766,15120,15240,15526,15783,15908,16095,16102,15777,15684,15642
 "06105","Trinity, CA",8,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3422,3393,3953,4249,4839,5345,5736,6331,6644,7112,7638,8359,8899,9146,9967,10472,11037,11839,12354,13093,13887,14438,14948,15776,16143,16199,16787,17574,18065,18641,19750,20493,22149,22583,23121,23956,22957,23284,25133,26170,26654,27813,27282,26803,26633,28314,29462,29583,29620,30563,31431,33298,35893,36297,38483,42191
 "06107","Tulare, CA",8,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",639343,699055,759398,861181,1020924,1185031,1262161,1413389,1555218,1774904,2100850,2325361,2447085,2638507,2713309,2980925,3151158,3368741,3711424,3975591,4237036,4685090,4811690,5354554,5501760,5766801,5889479,6345020,6458182,6907420,7178263,7383689,8054064,8286627,8989578,9924459,10446401,10786304,12273479,12294116,12121968,13340455,14153502,14166005,14527758,15981107,16328948,17149047,17681249,17824523,18732496,21601769,23419634,22793015,23439844,25675091
 "06107","Tulare, CA",8,CAINC1,2,"...","Population (persons) 1/","Number of persons",185701,189191,194103,197643,201805,206589,213115,219123,225906,233220,240074,247426,253694,259759,267034,273255,280000,285767,291752,298075,304451,314062,323705,331956,339253,345668,348127,350732,354946,359854,364708,368627,373171,379568,388743,398226,407970,414921,422140,429283,436987,443074,447313,450715,453832,456915,459335,462017,465582,468272,470229,473944,476939,478288,480747,483546
 "06107","Tulare, CA",8,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3443,3695,3912,4357,5059,5736,5922,6450,6884,7610,8751,9398,9646,10158,10161,10909,11254,11788,12721,13338,13917,14918,14864,16130,16217,16683,16918,18091,18195,19195,19682,20030,21583,21832,23125,24922,25606,25996,29074,28639,27740,30109,31641,31430,32011,34976,35549,37118,37977,38064,39837,45579,49104,47655,48757,53098
 "06109","Tuolumne, CA",8,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",78490,84142,89915,95077,106182,127448,153240,182230,210213,244246,276934,316741,352154,371330,404972,450847,495944,552866,592915,647169,722569,790367,805833,873595,899874,932627,958034,1006088,1056991,1140764,1189266,1296464,1411914,1449499,1520223,1601608,1654324,1726423,1792197,1826131,1796407,1908357,1968693,1991885,1960445,2070631,2213043,2301639,2358873,2411046,2530898,2747999,2920031,2890835,3078775,3320024
 "06109","Tuolumne, CA",8,CAINC1,2,"...","Population (persons) 1/","Number of persons",21286,22360,23057,23264,24173,24871,25964,26520,28441,30775,32850,34205,35246,36259,37255,38058,39741,41583,43335,45029,46877,48845,50037,50806,51774,52068,51812,52474,52678,53098,53857,54658,55253,55850,56513,56602,56788,56680,56339,56320,55845,55192,54948,54454,54339,54306,54188,54430,54767,55175,55327,55397,55126,53951,54123,53893
 "06109","Tuolumne, CA",8,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3687,3763,3900,4087,4393,5124,5902,6871,7391,7937,8430,9260,9991,10241,10870,11846,12479,13295,13682,14372,15414,16181,16105,17195,17381,17912,18491,19173,20065,21484,22082,23720,25554,25953,26900,28296,29132,30459,31811,32424,32168,34577,35828,36579,36078,38129,40840,42286,43071,43698,45744,49606,52970,53583,56885,61604
 "06111","Ventura, CA",8,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",1567032,1675029,1846661,2086155,2368468,2697313,3067325,3415649,3925078,4631103,5233232,6077616,6887707,7500064,8137498,9069533,9877759,10814424,11764391,12936019,13955933,14969214,15632575,16199633,16970471,17651243,18814025,19570276,20825239,21786403,23407986,25583483,27275956,28078272,29702009,31719741,32871529,35153237,36590158,36911153,36220079,37914623,39733578,41338513,41728534,43769630,45901737,47265014,48791042,50711842,53196126,57156763,62577492,62171450,64929868,68971501
 "06111","Ventura, CA",8,CAINC1,2,"...","Population (persons) 1/","Number of persons",369811,381174,395691,408523,419461,433885,448918,460485,478695,494086,512189,532827,546389,562142,575586,588790,602819,615422,632062,650851,664692,670117,675706,684143,689943,698509,703486,710215,721107,730779,743357,756506,766689,779489,788070,793994,794197,798183,800027,806353,815130,825173,830053,833548,838106,842606,846209,847646,849106,848179,845277,843808,840009,835032,833071,835427
 "06111","Ventura, CA",8,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",4237,4394,4667,5107,5646,6217,6833,7418,8200,9373,10217,11406,12606,13342,14138,15404,16386,17572,18613,19876,20996,22338,23135,23679,24597,25270,26744,27555,28880,29813,31490,33818,35576,36021,37690,39950,41390,44042,45736,45775,44435,45947,47869,49593,49789,51946,54244,55760,57462,59789,62933,67737,74496,74454,77940,82558
 "06113","Yolo, CA",8,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",404488,437451,487665,549040,618977,725770,792473,813956,924586,1019804,1149029,1313758,1426703,1477768,1530314,1733107,1855777,2005844,2171358,2299915,2581019,2847750,2985207,3100301,3190793,3413164,3621450,3756220,3991666,4165024,4440864,4721498,5222678,5426901,5773028,6146613,6386404,6949547,7481627,7839907,7881087,8033272,8633908,8872149,9148342,9678514,10307702,10654951,10961869,11304743,11982281,13019078,14128918,14242589,14949143,16002676
 "06113","Yolo, CA",8,CAINC1,2,"...","Population (persons) 1/","Number of persons",89817,92144,95307,101668,97694,99899,102227,101389,105909,111100,109575,113791,115238,117748,119398,120861,123769,125166,128526,133311,138252,142214,145100,146568,148165,149972,152628,155359,158876,161743,165269,169835,175337,180327,182954,185237,186269,189615,194339,197154,199791,200971,201480,203745,205093,206833,210102,213311,215851,217102,216678,217768,213545,223338,222919,225251
 "06113","Yolo, CA",8,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",4503,4747,5117,5400,6336,7265,7752,8028,8730,9179,10486,11545,12380,12550,12817,14340,14994,16025,16894,17252,18669,20024,20573,21153,21535,22759,23727,24178,25124,25751,26871,27801,29787,30095,31555,33182,34286,36651,38498,39765,39447,39972,42852,43545,44606,46794,49060,49950,50784,52071,55300,59784,66164,63771,67061,71044
 "06115","Yuba, CA",8,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",158952,177653,191927,203054,219774,246766,266738,274899,312221,345897,392082,428177,462755,481604,496701,550767,589703,620629,665368,707674,769083,811435,864969,911424,916968,922708,946931,982036,1024843,1065097,1160210,1213994,1321941,1412863,1524685,1633543,1767578,1921902,2081867,2200447,2207822,2270974,2348702,2380889,2461991,2544858,2738968,2853823,2937225,3108945,3306197,3734479,4099652,4131783,4336290,4788160
 "06115","Yuba, CA",8,CAINC1,2,"...","Population (persons) 1/","Number of persons",44660,44964,45305,44328,44929,45161,45411,47292,47489,48275,48930,49808,50013,51175,51721,52404,53330,53778,54774,55841,57010,58645,59524,60768,61275,61877,61070,60905,60111,60093,59881,60372,61249,62100,62733,63742,66285,69272,70761,71773,71607,72389,72702,73169,73658,74280,74969,76028,77860,78881,80188,82001,83035,84335,85695,87469
 "06115","Yuba, CA",8,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3559,3951,4236,4581,4892,5464,5874,5813,6575,7165,8013,8597,9253,9411,9603,10510,11058,11541,12148,12673,13490,13836,14531,14998,14965,14912,15506,16124,17049,17724,19375,20109,21583,22751,24304,25627,26666,27744,29421,30658,30832,31372,32306,32540,33425,34260,36535,37536,37724,39413,41231,45542,49373,48993,50601,54741
"Note: See the included footnote file."
"CAINC1: County personal income summary: personal income, population, per capita personal income "
"Last updated: February 5, 2026-- new statistics for 2024; revised statistics for 2020-2023."
"U.S. Bureau of Economic Analysis"
